,city,state,room_type,security_deposit,guests_included,extra_people,minimum_nights,maximum_nights,review_scores_rating
51941,OAKLAND,CA,Entire home/apt,500,1,0,31,1125,100
51942,WASHINGTON,DC,Private room,0,1,10,1,28,94
51943,CHICAGO,IL,Entire home/apt,500,1,12,1,21,100
51944,QUEENS,NY,Entire home/apt,100,2,16,2,1125,99
51945,NEW YORK,NY,Private room,0,1,10,5,10,100
51946,MARINA DEL REY,CA,Entire home/apt,350,4,20,31,93,94
51947,CHICAGO,IL,Private room,0,1,0,2,14,99
51948,BRONX,NY,Entire home/apt,0,1,0,25,400,94
51949,HONOLULU,HI,Entire home/apt,300,1,0,3,1125,84
51950,BRONX,NY,Entire home/apt,0,2,0,3,185,91
51951,MINNEAPOLIS,MN,Private room,0,1,12,1,45,96
51952,KAILUA-KONA,HI,Entire home/apt,0,1,0,3,7,100
51953,NORTH HOLLYWOOD,CA,Entire home/apt,350,4,20,30,1111,98
51954,BROOKLYN,NY,Entire home/apt,100,1,0,7,14,98
51955,PORTLAND,OR,Entire home/apt,200,3,30,2,30,99
51956,LAHAINA,HI,Private room,0,1,0,7,7,100
51957,MAPLE PLAIN,MN,Entire home/apt,500,1,25,2,70,80
51958,NASHVILLE,TN,Entire home/apt,0,1,0,1,1125,94
51959,LAHAINA,HI,Entire home/apt,500,1,0,7,1125,100
51960,NEW YORK,NY,Entire home/apt,0,1,0,30,90,100
51961,SEATTLE,WA,Entire home/apt,350,1,20,3,30,92
51962,LONG BEACH,CA,Entire home/apt,250,6,20,1,1125,97
51963,EL MONTE,CA,Private room,0,1,25,2,7,96
51964,HILO,HI,Private room,0,1,0,2,1125,100
51965,NEW ORLEANS,LA,Hotel room,250,4,300,2,1125,93
51966,CHICAGO,IL,Private room,0,1,0,1,1125,100
51967,SAINT PAUL,MN,Private room,100,1,15,2,1125,95
51968,AUSTIN,TX,Entire home/apt,0,10,0,1,365,100
51969,NEW YORK,NY,Private room,0,1,0,2,29,96
51970,SAN FRANCISCO,CA,Private room,0,2,45,1,27,93
51971,PORTLAND,OR,Entire home/apt,250,2,10,2,30,100
51972,NEW ORLEANS,LA,Entire home/apt,0,2,45,1,1124,92
51973,CHICAGO,IL,Entire home/apt,0,1,0,1,1125,89
51974,NASHVILLE,TN,Entire home/apt,200,1,0,3,150,97
51975,NASHVILLE,TN,Entire home/apt,250,6,12,1,1125,99
51976,CAPITOLA,CA,Entire home/apt,1000,8,25,2,30,98
51977,SAN FRANCISCO,CA,Shared room,0,1,40,30,1125,60
51978,CULVER CITY,CA,Private room,0,1,5,3,100,97
51979,HONOLULU,HI,Private room,100,1,30,5,90,97
51980,NEW ORLEANS,LA,Entire home/apt,0,1,5,1,1125,97
51981,APTOS,CA,Private room,300,1,0,4,30,95
51982,BOSTON,MA,Entire home/apt,0,1,0,28,115,100
51983,NEW YORK,NY,Private room,0,2,30,1,365,82
51984,SANTA CRUZ,CA,Entire home/apt,0,1,0,3,1125,80
51985,SAN JOSE,CA,Private room,200,1,10,1,90,91
51986,AUSTIN,TX,Entire home/apt,0,1,0,2,90,95
51987,OAKLAND,CA,Entire home/apt,250,2,25,2,29,100
51988,CHICAGO,IL,Entire home/apt,500,8,0,3,1125,100
51989,NEW YORK,NY,Shared room,350,1,20,3,1125,92
51990,COLUMBUS,OH,Entire home/apt,1000,4,5,1,1125,94
51991,MARINA DEL REY,CA,Entire home/apt,250,2,15,2,31,89
51992,SAN FRANCISCO,CA,Private room,0,1,0,1,15,100
51993,SAN GABRIEL,CA,Private room,0,1,5,1,90,100
51994,NEW YORK,NY,Private room,250,2,25,3,29,95
51995,SAN FRANCISCO,CA,Entire home/apt,500,4,30,3,30,91
51996,OAKLAND,CA,Entire home/apt,1000,1,0,1,1125,97
51997,BROOKLYN,NY,Entire home/apt,500,9,20,2,30,92
51998,HONOLULU,HI,Entire home/apt,0,1,0,2,21,100
51999,OAKLAND,CA,Entire home/apt,500,1,0,31,1125,87
52000,VOLCANO,HI,Entire home/apt,125,2,20,1,1125,100
52001,KAPAA,HI,Entire home/apt,0,4,0,3,45,86
52002,BROOKLYN,NY,Private room,1000,1,10,2,100,80
52003,SAN MATEO,CA,Private room,0,1,0,2,1125,95
52004,LOS ANGELES,CA,Entire home/apt,950,8,25,1,90,84
52005,SANTA MONICA,CA,Entire home/apt,1000,1,0,30,1125,100
52006,SANTA CLARA,CA,Entire home/apt,250,4,10,2,280,95
52007,SAN FRANCISCO,CA,Entire home/apt,500,1,12,30,1125,100
52008,LOS ANGELES,CA,Entire home/apt,150,2,20,2,1125,100
52009,KIHEI,HI,Entire home/apt,300,2,15,3,1125,100
52010,SEATTLE,WA,Private room,0,1,0,1,28,100
52011,NEW ORLEANS,LA,Entire home/apt,299,1,0,2,90,87
52012,SHERMAN OAKS,CA,Entire home/apt,500,2,85,2,90,100
52013,NASHVILLE,TN,Entire home/apt,500,8,50,2,1125,98
52014,NEW YORK,NY,Entire home/apt,150,4,25,3,1124,90
52015,LOS GATOS,CA,Private room,0,2,25,1,1125,92
52016,COLUMBUS,OH,Entire home/apt,0,4,0,2,1125,96
52017,CHICAGO,IL,Entire home/apt,250,8,25,1,180,90
52018,BROOKLYN,NY,Entire home/apt,0,1,0,7,1125,94
52019,GARDENA,CA,Private room,0,1,0,7,30,96
52020,CAPITOLA,CA,Entire home/apt,750,6,0,2,90,92
52021,BROOKLYN ,NY,Private room,200,1,15,2,28,91
52022,SAN DIEGO,CA,Entire home/apt,500,8,0,1,365,95
52023,BROOKLYN,NY,Entire home/apt,250,4,15,5,1000,85
52024,DENVER,CO,Entire home/apt,800,1,35,1124,1124,100
52025,BROOKLYN,NY,Private room,0,1,20,3,14,100
52026,QUEENS,NY,Private room,0,2,55,1,14,91
52027,BROOKLYN,NY,Private room,0,2,10,1,42,100
52028,DENVER,CO,Private room,150,1,12,1,1125,100
52029,MONTEREY PARK,CA,Private room,0,1,0,2,7,100
52030,NASHVILLE,TN,Entire home/apt,500,1,0,2,1125,98
52031,CHICAGO,IL,Entire home/apt,500,4,65,3,1125,97
52032,QUEENS,NY,Private room,0,1,20,5,90,100
52033,LOS ANGELES,CA,Private room,150,1,0,2,31,95
52034,KIHEI,HI,Entire home/apt,500,2,15,4,1125,93
52035,HONOLULU,HI,Entire home/apt,500,4,0,2,180,100
52036,NEW YORK,NY,Private room,0,1,0,2,1125,92
52037,HOLLYWOOD,CA,Private room,0,2,75,1,365,100
52038,SAN DIEGO,CA,Entire home/apt,1000,4,45,1,365,92
52039,LOS ANGELES,CA,Entire home/apt,0,3,0,30,1000,88
52040,NASHVILLE,TN,Entire home/apt,400,2,30,2,1125,100
52041,DENVER,CO,Entire home/apt,1000,16,0,30,90,100
52042,REDWOOD CITY,CA,Entire home/apt,0,2,25,3,1125,97
52043,PORTLAND,OR,Entire home/apt,150,2,20,1,30,96
52044,SAN DIEGO,CA,Entire home/apt,500,1,0,5,1125,95
52045,BROOKLYN,NY,Private room,0,1,16,30,1125,100
52046,WASHINGTON,DC,Entire home/apt,0,3,0,2,1125,95
52047,WAIANAE,HI,Entire home/apt,100,1,0,20,150,100
52048,WAIʻANAE,HI,Entire home/apt,300,1,0,30,90,95
52049,FLUSHING,NY,Private room,100,1,20,1,1125,84
52050,SAN DIEGO,CA,Entire home/apt,0,1,0,2,7,95
52051,WOODLAND HILLS,CA,Private room,100,1,10,3,14,100
52052,CHANHASSEN,MN,Private room,0,1,0,4,1125,100
52053,DENVER,CO,Private room,0,2,10,2,1125,99
52054,PORTLAND,OR,Shared room,0,1,0,1,1125,97
52055,BOSTON,MA,Entire home/apt,0,4,65,28,365,90
52056,WAIKOLOA,HI,Entire home/apt,0,1,0,3,21,100
52057,NEW YORK,NY,Entire home/apt,350,1,10,3,1125,90
52058,NASHVILLE,TN,Entire home/apt,0,12,0,1,365,97
52059,NASHVILLE,TN,Entire home/apt,400,1,0,30,150,100
52060,SAN JOSE,CA,Private room,0,1,15,1,1125,93
52061,INGLEWOOD,CA,Private room,200,1,14,1,60,100
52062,SEATTLE,WA,Entire home/apt,1000,6,20,7,240,98
52063,NEW YORK,NY,Entire home/apt,500,1,50,3,1125,100
52064,SAN JOSE,CA,Entire home/apt,1500,4,25,2,1125,95
52065,SAN DIEGO,CA,Entire home/apt,0,1,0,2,1125,85
52066,OAKLAND,CA,Private room,150,2,5,1,1125,100
52067,LOS ANGELES,CA,Entire home/apt,0,1,0,30,180,97
52068,AUSTIN,TX,Entire home/apt,0,1,0,5,1125,80
52069,KIHEI,HI,Entire home/apt,500,1,0,2,1125,96
52070,BOSTON,MA,Private room,0,1,0,30,1125,60
52071,SAN DIEGO,CA,Entire home/apt,100,1,0,4,14,94
52072,HONOLULU,HI,Entire home/apt,950,10,75,1,30,91
52073,LONG BEACH,CA,Entire home/apt,250,5,25,4,45,97
52074,SAN DIEGO,CA,Entire home/apt,500,7,0,1,1125,93
52075,SAN DIEGO,CA,Entire home/apt,250,4,25,1,1125,97
52076,PORTLAND,OR,Entire home/apt,0,2,0,1,28,97
52077,NEW YORK,NY,Entire home/apt,300,1,0,2,1125,94
52078,CHICAGO,IL,Private room,0,1,25,2,30,100
52079,QUEENS,NY,Entire home/apt,600,5,12,5,1125,95
52080,REDWOOD CITY,CA,Entire home/apt,0,1,0,3,1125,98
52081,KIHEI,HI,Entire home/apt,500,4,0,4,999,99
52082,SAN FRANCISCO,CA,Entire home/apt,1000,2,0,30,180,100
52083,NEW YORK,NY,Entire home/apt,500,16,0,21,365,95
52084,DENVER,CO,Entire home/apt,500,6,25,31,1124,100
52085,BROOKLYN,NY,Private room,100,1,15,3,31,94
52086,HONOLULU,HI,Entire home/apt,200,4,20,1,1125,97
52087,BROOKLYN,NY,Entire home/apt,1000,1,0,8,50,100
52088,LOS ANGELES,CA,Entire home/apt,199,4,9,1,1125,96
52089,SEATTLE,WA,Private room,200,2,0,2,1125,98
52090,NEW YORK,NY,Private room,0,1,25,1,1125,98
52091,NEW YORK,NY,Private room,0,1,0,3,30,90
52092,SEATTLE,WA,Entire home/apt,200,2,20,30,1125,94
52093,SAN FRANCISCO,CA,Private room,0,2,10,2,1125,99
52094,NEW YORK,NY,Entire home/apt,250,1,0,3,20,94
52095,COLUMBUS,OH,Private room,0,2,25,2,30,98
52096,LOS ANGELES,CA,Entire home/apt,700,1,0,30,1125,100
52097,NEW ORLEANS,LA,Entire home/apt,900,1,19,30,1125,96
52098,WASHINGTON,DC,Entire home/apt,250,3,25,4,1125,87
52099,LOS ANGELES,CA,Entire home/apt,0,1,0,30,1125,70
52100,NEW YORK,NY,Entire home/apt,450,3,25,28,1125,98
52101,NEW YORK,NY,Private room,0,1,0,2,365,93
52102,QUEENS,NY,Private room,0,1,0,29,1125,95
52103,KIHEI,HI,Entire home/apt,0,1,0,6,7,100
52104,LOS ANGELES,CA,Entire home/apt,950,6,30,2,1125,96
52105,SAN DIEGO,CA,Entire home/apt,895,1,0,2,7,92
52106,CHICAGO,IL,Entire home/apt,250,1,0,3,28,100
52107,BROOKLYN,NY,Entire home/apt,500,1,0,4,90,92
52108,BURBANK,CA,Private room,0,1,0,1,1125,93
52109,BONNY DOON,CA,Private room,0,2,25,2,30,98
52110,BOSTON,MA,Entire home/apt,0,1,0,3,28,100
52111,NEW ORLEANS,LA,Entire home/apt,180,1,50,1,1125,98
52112,CHICAGO,IL,Entire home/apt,0,1,0,2,5,100
52113,OAKLAND,CA,Entire home/apt,300,10,25,2,1125,93
52114,SAN JOSE,CA,Private room,0,1,20,1,1125,95
52115,SAN DIEGO,CA,Entire home/apt,1000,1,0,1,365,90
52116,LOS ANGELES,CA,Entire home/apt,3000,1,0,5,1125,100
52117,NEW YORK,NY,Hotel room,0,1,0,2,5,100
52118,LOS ANGELES,CA,Entire home/apt,100,1,0,7,1124,91
52119,LONG BEACH,CA,Entire home/apt,200,4,50,2,7,98
52120,GLENDALE,CA,Entire home/apt,0,1,0,7,60,99
52121,CHICAGO,IL,Entire home/apt,339,3,39,1,21,94
52122,BROOKLYN,NY,Entire home/apt,500,5,50,3,45,99
52123,NEW YORK,NY,Entire home/apt,0,1,0,1,25,97
52124,SAN DIEGO,CA,Entire home/apt,1000,6,40,3,365,98
52125,PALO ALTO,CA,Entire home/apt,0,1,0,2,1125,66
52126,AUSTIN,TX,Entire home/apt,0,4,20,2,1125,98
52127,NEW ORLEANS,LA,Entire home/apt,250,2,20,3,31,99
52128,LOS ANGELES,CA,Private room,0,1,6,1,365,84
52129,MARINA DEL REY,CA,Entire home/apt,300,2,30,1,14,73
52130,HONOLULU,HI,Entire home/apt,100,1,0,1,1125,84
52131,NEW ORLEANS,LA,Entire home/apt,200,6,50,1,1125,92
52132,BROOKLYN,NY,Private room,100,1,45,2,7,94
52133,NASHVILLE,TN,Entire home/apt,300,1,0,2,1125,96
52134,SEATTLE,WA,Entire home/apt,0,1,0,2,29,100
52135,NEW ORLEANS,LA,Entire home/apt,100,2,10,1,30,97
52136,LOS ANGELES,CA,Entire home/apt,0,1,0,7,1125,72
52137,BROOKLYN,NY,Entire home/apt,150,2,25,2,365,93
52138,BELLFLOWER,CA,Entire home/apt,0,1,0,1,3,98
52139,SAN DIEGO,CA,Entire home/apt,500,1,0,1,28,100
52140,COLUMBUS,OH,Entire home/apt,500,6,5,1,1125,91
52141,BOSTON,MA,Entire home/apt,300,2,20,1,30,99
52142,SEATTLE,WA,Entire home/apt,200,1,0,3,1125,99
52143,AUSTIN,TX,Entire home/apt,200,2,20,5,365,98
52144,AUSTIN,TX,Entire home/apt,0,2,20,2,15,99
52145,SAN DIEGO,CA,Private room,0,1,7,28,365,96
52146,SAN BRUNO,CA,Entire home/apt,100,1,0,1,45,97
52147,NEW ORLEANS,LA,Entire home/apt,350,1,0,1,1125,100
52148,NEW YORK,NY,Entire home/apt,0,2,85,2,4,98
52149,NEW YORK,NY,Shared room,1000,1,0,1,32,80
52150,NEW ORLEANS,LA,Private room,0,1,0,2,90,98
52151,LOS ANGELES,CA,Entire home/apt,100,1,50,2,15,95
52152,SAN DIEGO,CA,Entire home/apt,0,2,40,1,1125,98
52153,NEW ORLEANS,LA,Entire home/apt,400,4,5,2,1125,93
52154,CULVER CITY,CA,Entire home/apt,250,4,10,1,28,98
52155,KIHEI,HI,Entire home/apt,0,1,0,3,1125,95
52156,ROWLAND HEIGHTS,CA,Private room,0,1,5,10,180,90
52157,KIHEI,HI,Entire home/apt,0,6,0,3,30,93
52158,BOSTON,MA,Entire home/apt,250,2,40,3,1125,100
52159,SEATTLE,WA,Entire home/apt,0,2,5,3,150,96
52160,SAN DIEGO,CA,Entire home/apt,400,1,0,3,1125,93
52161,STUDIO CITY ,CA,Private room,0,1,0,2,1125,100
52162,纽约市,NY,Shared room,0,1,0,1,1125,85
52163,SAN FRANCISCO,CA,Private room,0,1,5,1,1125,93
52164,SAN BRUNO,CA,Private room,100,1,0,1,1125,90
52165,LOS ANGELES,CA,Entire home/apt,0,2,10,1,20,95
52166,LOS ANGELES,CA,Private room,750,1,25,30,60,96
52167,AUSTIN,TX,Entire home/apt,100,1,0,2,1125,97
52168,NEW ORLEANS,LA,Hotel room,250,4,300,2,1125,94
52169,KOLOA,HI,Entire home/apt,0,1,0,5,365,96
52170,DENVER,CO,Private room,0,1,0,1,1125,99
52171,SAN DIEGO,CA,Entire home/apt,0,1,0,3,1125,93
52172,SAN DIEGO,CA,Entire home/apt,500,4,25,1,28,98
52173,AUSTIN,TX,Entire home/apt,400,4,5,2,1125,90
52174,NEW ORLEANS,LA,Entire home/apt,0,2,35,1,60,99
52175,BROOKLYN,NY,Private room,0,1,0,3,1125,100
52176,SAN DIEGO,CA,Entire home/apt,0,1,0,6,28,93
52177,BROOKLYN,NY,Shared room,0,1,35,30,1125,90
52178,LOS ANGELES,CA,Entire home/apt,4950,1,9,30,1125,95
52179,BROOKLYN,NY,Private room,0,1,0,1,1125,100
52180,HONOLULU,HI,Entire home/apt,200,4,25,30,1125,95
52181,SAN DIEGO,CA,Entire home/apt,200,1,0,2,200,92
52182,SAN JOSE,CA,Entire home/apt,0,1,0,5,1125,100
52183,MINNEAPOLIS,MN,Entire home/apt,100,3,25,2,30,92
52184,WASHINGTON,DC,Entire home/apt,250,1,0,120,900,94
52185,DENVER,CO,Entire home/apt,0,4,17,1,1125,97
52186,LOS ANGELES,CA,Entire home/apt,0,1,0,3,1125,97
52187,LOS ANGELES,CA,Entire home/apt,250,2,15,30,1125,95
52188,LOS ANGELES,CA,Private room,0,2,15,1,1125,97
52189,MALIBU,CA,Entire home/apt,2500,1,0,2,365,100
52190,KAILUA-KONA,HI,Entire home/apt,200,2,20,2,30,96
52191,ROLLING HILLS ESTATES,CA,Entire home/apt,3900,6,6,30,99,94
52192,NEW YORK,NY,Entire home/apt,750,2,50,6,120,99
52193,LOS ANGELES,CA,Private room,150,4,20,5,1125,100
52194,LONG BEACH,CA,Entire home/apt,0,2,35,3,30,99
52195,NEW YORK,NY,Entire home/apt,1000,3,0,30,365,93
52196,KAPOLEI,HI,Entire home/apt,0,1,0,29,1125,100
52197,PORTLAND,OR,Private room,0,1,0,30,1125,95
52198,AUSTIN,TX,Private room,0,2,15,2,14,98
52199,PRINCEVILLE,HI,Entire home/apt,150,1,0,3,1125,89
52200,HACIENDA HEIGHTS,CA,Private room,100,1,0,1,60,100
52201,PRINCEVILLE,HI,Entire home/apt,0,1,0,5,1125,93
52202,SEATTLE,WA,Entire home/apt,150,1,0,7,1125,89
52203,SAN DIEGO,CA,Entire home/apt,0,1,0,2,1125,100
52204,NEW YORK,NY,Private room,0,1,25,1,1125,93
52205,WASHINGTON,DC,Entire home/apt,0,1,0,2,30,100
52206,PRINCEVILLE,HI,Entire home/apt,100,1,0,2,1125,87
52207,BROOKLYN,NY,Entire home/apt,0,1,0,3,30,95
52208,APTOS,CA,Entire home/apt,400,1,0,2,10,97
52209,WASHINGTON,DC,Entire home/apt,150,1,0,1,1125,92
52210,NEW YORK,NY,Entire home/apt,0,1,0,31,90,97
52211,HONOLULU,HI,Entire home/apt,300,2,10,2,1125,90
52212,BROOKLYN ,NY,Entire home/apt,500,4,50,3,28,97
52213,LOS ANGELES,CA,Entire home/apt,0,1,0,30,1125,75
52214,ALHAMBRA,CA,Private room,0,2,20,2,1125,95
52215,TOPANGA,CA,Entire home/apt,0,2,25,1,1125,97
52216,LOS ANGELES,CA,Entire home/apt,500,1,0,30,1125,95
52217,SAN DIEGO,CA,Private room,0,1,0,1,1125,100
52218,NASHVILLE,TN,Entire home/apt,0,1,0,3,182,98
52219,NASHVILLE,TN,Entire home/apt,100,1,0,2,90,91
52220,LOS ANGELES,CA,Entire home/apt,250,7,50,2,28,99
52221,VIEW PARK-WINDSOR HILLS,CA,Entire home/apt,200,4,125,2,1125,97
52222,NEW YORK,NY,Entire home/apt,0,2,20,2,20,97
52223,DENVER,CO,Entire home/apt,1000,1,0,30,1125,100
52224,PĀHOA,HI,Entire home/apt,0,1,0,3,1125,97
52225,SAN DIEGO,CA,Entire home/apt,250,1,0,3,1125,97
52226,SEATTLE,WA,Entire home/apt,100,4,45,2,1125,97
52227,SEATTLE,WA,Entire home/apt,0,1,0,30,1125,95
52228,HONOLULU,HI,Private room,0,2,25,2,21,98
52229,CAPTAIN COOK,HI,Entire home/apt,300,2,0,1,14,97
52230,LOS ANGELES,CA,Entire home/apt,199,6,29,2,29,96
